stalk color below ring,gill color,gill size,stalk color above ring,odor,gill attachment,spore print color,stalk root,ring number,veil type,population,cap surface,gill spacing,ring type,veil color,habitat,stalk surface above ring,cap shape,class,stalk shape,cap color,bruises,stalk surface below ring
w,w,b,w,a,f,k,r,o,p,s,y,c,p,w,p,s,f,e,e,n,t,y
w,p,b,w,l,f,k,r,o,p,y,y,c,p,w,p,s,x,e,e,n,t,y
w,p,b,w,l,f,k,r,o,p,y,y,c,p,w,g,s,x,e,e,y,t,y
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,g,f,s
w,n,b,w,a,f,k,c,o,p,n,y,c,p,w,g,s,x,e,e,w,t,s
w,n,b,w,a,f,k,c,o,p,s,y,c,p,w,g,s,x,e,e,w,t,s
w,n,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,f,e,t,w,f,f
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,g,f,s
w,p,n,w,p,f,k,e,o,p,v,s,c,p,w,u,s,f,p,e,n,t,s
w,n,b,w,l,f,n,c,o,p,s,y,c,p,w,g,s,x,e,e,y,t,s
w,p,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,x,e,t,n,f,s
w,p,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,x,e,t,w,f,f
w,w,b,w,l,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,y,t,s
p,p,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,e,t,s
w,p,b,w,l,f,n,r,o,p,s,y,c,p,w,p,s,f,e,e,n,t,y
w,g,b,w,a,f,k,c,o,p,n,s,c,p,w,g,s,b,e,e,w,t,s
w,k,n,w,p,f,k,e,o,p,s,s,c,p,w,g,s,x,p,e,n,t,s
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,x,e,t,g,f,s
w,n,b,w,a,f,n,c,o,p,n,y,c,p,w,m,s,b,e,e,w,t,s
w,k,b,w,l,f,n,c,o,p,n,s,c,p,w,g,s,x,e,e,w,t,s
w,k,b,w,l,f,k,c,o,p,s,y,c,p,w,m,s,b,e,e,y,t,s
w,w,b,w,l,f,n,c,o,p,n,y,c,p,w,g,s,x,e,e,w,t,s
w,g,b,w,a,f,n,c,o,p,n,s,c,p,w,g,s,x,e,e,y,t,s
w,w,b,w,a,f,k,c,o,p,n,s,c,p,w,g,s,b,e,e,w,t,s
w,k,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,f,e,t,n,f,s
w,n,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,f,p,e,w,t,s
w,h,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,s
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,n,f,s
w,p,n,w,p,f,k,e,o,p,s,y,c,p,w,u,s,f,p,e,w,t,s
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,w,f,s
w,p,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,x,e,t,w,f,s
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,x,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,s
w,n,b,w,a,f,k,r,o,p,y,y,c,p,w,g,s,f,e,e,y,t,y
w,n,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,x,e,t,g,f,f
w,n,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,x,e,t,n,f,s
w,k,n,w,p,f,n,e,o,p,v,s,c,p,w,g,s,f,p,e,n,t,s
w,p,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,x,e,t,w,f,f
w,p,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,f,e,t,n,f,s
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,w,f,f
w,k,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,f,e,t,w,f,f
w,n,b,w,a,f,k,r,o,p,s,y,c,p,w,g,s,x,e,e,y,t,y
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,g,f,f
w,k,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,g,f,f
w,h,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,f,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,n,f,s
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,x,e,t,w,f,s
p,w,b,g,n,f,n,b,o,p,v,y,c,p,w,d,s,x,e,t,e,t,s
w,p,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,x,e,t,n,f,s
w,p,n,w,p,f,n,e,o,p,v,s,c,p,w,g,s,x,p,e,w,t,s
g,w,b,p,n,f,k,b,o,p,y,y,c,p,w,d,s,x,e,t,n,t,s
w,n,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,x,e,t,n,f,f
w,w,n,w,p,f,n,e,o,p,s,y,c,p,w,g,s,f,p,e,w,t,s
w,k,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,f,e,t,g,f,s
w,p,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,w,f,f
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,g,f,f
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,g,f,s
w,h,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,f,e,t,g,f,f
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,x,e,t,g,f,f
w,h,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,n,f,f
w,p,n,w,p,f,k,e,o,p,v,s,c,p,w,u,s,f,p,e,w,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,x,e,t,g,f,f
w,p,n,w,p,f,k,e,o,p,s,s,c,p,w,g,s,x,p,e,w,t,s
w,w,n,w,p,f,n,e,o,p,s,s,c,p,w,u,s,f,p,e,w,t,s
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,n,f,f
w,k,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,x,e,t,g,f,s
w,h,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,g,f,s
w,k,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,x,e,t,g,f,s
w,n,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,f,e,t,g,f,s
w,k,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,g,f,s
p,n,b,g,n,f,n,b,o,p,y,y,c,p,w,d,s,x,e,t,g,t,s
w,n,b,w,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,w,f,f
w,p,n,w,p,f,n,e,o,p,v,y,c,p,w,g,s,f,p,e,w,t,s
w,k,n,w,p,f,n,e,o,p,s,y,c,p,w,g,s,f,p,e,n,t,s
w,p,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,x,e,t,w,f,s
w,k,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,f,p,e,n,t,s
w,h,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,f,e,t,n,f,f
w,h,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,f,e,t,w,f,s
w,w,n,w,p,f,k,e,o,p,v,s,c,p,w,g,s,f,p,e,n,t,s
w,p,n,w,p,f,k,e,o,p,v,y,c,p,w,g,s,f,p,e,w,t,s
w,w,n,w,p,f,k,e,o,p,v,y,c,p,w,g,s,f,p,e,n,t,s
w,k,n,w,p,f,k,e,o,p,s,s,c,p,w,g,s,f,p,e,w,t,s
w,k,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,x,e,t,w,f,f
p,p,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,f,e,t,w,f,f
w,p,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,f,e,t,g,f,s
w,k,n,w,p,f,k,e,o,p,v,y,c,p,w,u,s,f,p,e,n,t,s
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,w,f,f
w,n,b,p,n,f,n,b,o,p,y,y,c,p,w,d,s,x,e,t,e,t,s
w,n,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,f,e,t,g,f,s
w,n,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,w,f,f
w,p,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,f,p,e,w,t,s
w,k,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,n,f,s
w,h,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,x,e,t,w,f,s
w,k,n,w,p,f,k,e,o,p,s,s,c,p,w,u,s,f,p,e,w,t,s
w,p,b,w,n,f,n,e,o,p,a,f,w,e,w,g,s,x,e,t,n,f,f
w,n,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,f,e,t,w,f,s
w,h,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,w,f,s
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,f,e,t,w,f,s
w,w,b,w,a,f,k,c,o,p,n,y,c,p,w,m,s,b,e,e,y,t,s
w,n,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,x,e,t,g,f,s
w,n,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,x,e,t,w,f,f
w,n,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,n,f,s
w,n,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,x,e,t,n,f,s
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,f,e,t,g,f,f
w,n,n,w,p,f,k,e,o,p,s,y,c,p,w,u,s,x,p,e,n,t,s
w,h,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,f,e,t,g,f,s
g,p,b,w,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,w,f,f
g,n,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,p,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,g,f,s
w,n,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,x,e,t,w,f,f
w,k,n,w,p,f,n,e,o,p,v,s,c,p,w,g,s,f,p,e,w,t,s
w,p,n,w,p,f,k,e,o,p,v,s,c,p,w,g,s,f,p,e,w,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,x,e,t,g,f,s
p,u,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,g,f,f
w,w,b,w,a,f,k,r,o,p,s,y,c,p,w,p,s,x,e,e,y,t,y
w,n,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,w,f,s
w,p,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,x,e,t,w,f,s
w,k,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,x,e,t,g,f,s
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,w,f,f
w,n,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,g,f,f
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,g,f,s
w,p,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,f,e,t,n,f,s
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,w,f,f
w,h,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,w,f,s
w,p,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,g,f,s
w,n,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,f,e,t,w,f,f
w,p,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,f
w,k,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,f,p,e,w,t,s
w,n,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,g,f,s
w,k,b,w,l,f,k,c,o,p,n,y,c,p,w,g,s,b,e,e,y,t,s
w,k,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,f,e,t,n,f,f
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,g,f,s
g,n,b,w,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,n,b,w,l,f,k,c,o,p,s,s,c,p,w,m,s,b,e,e,y,t,s
w,p,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,w,f,s
p,n,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,f,e,t,n,t,s
w,n,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,x,p,e,w,t,s
w,n,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,f,e,t,w,f,s
w,k,n,w,p,f,n,e,o,p,s,y,c,p,w,u,s,f,p,e,w,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,x,e,t,n,f,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,f
w,g,b,w,l,f,k,c,o,p,n,s,c,p,w,g,s,b,e,e,y,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,f,e,t,g,f,f
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,x,e,t,g,f,f
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,f,e,t,g,f,f
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,x,e,t,g,f,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,w,f,s
w,k,n,w,p,f,k,e,o,p,v,s,c,p,w,g,s,f,p,e,n,t,s
w,p,b,w,n,f,n,e,o,p,a,f,w,e,w,g,s,f,e,t,g,f,f
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,w,f,s
g,n,b,p,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,p,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,x,e,t,n,f,f
p,u,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,e,t,s
w,n,b,w,a,f,n,c,o,p,n,y,c,p,w,g,s,x,e,e,y,t,s
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,f,e,t,w,f,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,x,e,t,w,f,f
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,n,f,s
w,w,n,w,p,f,k,e,o,p,s,s,c,p,w,u,s,f,p,e,w,t,s
g,n,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,f,e,t,g,t,s
w,n,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,w,f,s
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,w,f,f
w,k,n,w,p,f,n,e,o,p,v,y,c,p,w,g,s,f,p,e,n,t,s
w,p,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,x,e,t,w,f,f
w,p,b,g,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
p,u,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,x,e,t,g,t,s
g,p,b,w,n,f,n,b,o,p,v,y,c,p,w,d,s,x,e,t,g,t,s
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,f,e,t,n,f,f
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,f,e,t,w,f,f
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,x,e,t,n,f,f
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,f,e,t,w,f,f
w,n,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,x,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,w,f,s
w,n,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,n,f,s
w,n,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,f,e,t,w,f,s
w,p,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,n,f,s
w,w,n,w,p,f,k,e,o,p,v,y,c,p,w,u,s,f,p,e,n,t,s
w,k,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,w,f,s
w,p,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,w,f,f
w,k,b,w,n,f,n,e,o,p,a,f,w,e,w,g,s,x,e,t,n,f,f
w,p,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,f,e,t,w,f,f
w,n,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,x,e,t,g,f,f
w,p,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,s
g,n,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,g,t,s
w,n,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,w,f,s
w,p,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,f,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,n,f,s
w,h,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,x,e,t,w,f,f
w,g,b,w,l,f,k,c,o,p,s,s,c,p,w,g,s,b,e,e,y,t,s
w,p,n,w,p,f,k,e,o,p,s,y,c,p,w,g,s,x,p,e,n,t,s
w,p,n,w,p,f,k,e,o,p,v,s,c,p,w,g,s,f,p,e,n,t,s
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,f,e,t,w,f,f
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,f,e,t,n,f,s
w,k,n,w,p,f,k,e,o,p,s,y,c,p,w,g,s,f,p,e,n,t,s
w,p,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,f,e,t,n,f,f
w,n,n,w,p,f,n,e,o,p,v,s,c,p,w,u,s,x,p,e,w,t,s
w,k,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,n,f,s
w,n,n,w,p,f,n,e,o,p,v,y,c,p,w,u,s,f,p,e,w,t,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,n,f,s
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,g,f,f
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,x,e,t,g,f,f
w,k,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,f,e,t,n,f,s
p,w,b,w,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,g,t,s
p,p,b,g,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,x,e,t,n,f,f
w,w,b,g,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,g,t,s
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,x,e,t,w,f,s
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,w,f,f
w,p,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,x,e,t,w,f,s
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,f,e,t,g,f,f
p,p,b,w,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,x,e,t,w,f,f
w,h,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,x,e,t,n,f,s
w,p,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,g,f,f
w,k,n,w,p,f,n,e,o,p,s,y,c,p,w,g,s,f,p,e,w,t,s
w,k,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,f,e,t,n,f,f
w,p,b,w,a,f,n,r,o,p,y,y,c,p,w,g,s,f,e,e,y,t,y
p,n,b,g,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,g,t,s
w,n,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,f,e,t,g,f,s
w,h,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,x,e,t,g,f,s
w,p,n,w,p,f,n,e,o,p,s,y,c,p,w,u,s,f,p,e,w,t,s
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,x,e,t,w,f,f
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,x,e,t,w,f,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,f,e,t,g,f,s
w,n,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,n,f,s
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,x,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,f,e,t,n,f,f
w,n,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,f,e,t,n,f,f
w,n,b,w,n,f,n,e,o,p,a,f,w,e,w,g,s,x,e,t,w,f,f
w,k,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,w,f,s
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,n,f,f
w,g,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,x,e,e,w,t,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,x,e,t,n,f,s
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,g,f,f
w,k,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,w,f,s
w,w,n,w,p,f,n,e,o,p,s,s,c,p,w,u,s,x,p,e,w,t,s
w,p,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,w,f,f
p,n,b,g,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,n,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,f,e,t,g,f,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,x,e,t,g,f,f
w,n,b,w,n,f,n,e,o,p,a,f,w,e,w,g,s,f,e,t,n,f,s
w,p,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,f,e,t,n,f,s
w,h,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,x,e,t,g,f,f
w,n,b,w,l,f,k,r,o,p,s,y,c,p,w,p,s,f,e,e,n,t,y
w,p,n,w,p,f,k,e,o,p,v,y,c,p,w,u,s,f,p,e,n,t,s
w,p,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,x,e,t,n,f,f
w,p,b,w,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,w,n,w,p,f,k,e,o,p,s,y,c,p,w,g,s,f,p,e,w,t,s
w,p,n,w,p,f,k,e,o,p,s,s,c,p,w,u,s,x,p,e,w,t,s
w,p,n,w,p,f,n,e,o,p,s,s,c,p,w,u,s,f,p,e,n,t,s
p,u,b,g,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,g,b,w,l,f,k,c,o,p,n,y,c,p,w,m,s,b,e,e,w,t,s
w,k,n,w,p,f,k,e,o,p,s,y,c,p,w,g,s,f,p,e,w,t,s
w,p,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,w,f,f
w,n,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,w,f,s
p,n,b,g,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,x,e,t,n,f,s
w,p,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,f,e,t,n,f,s
w,n,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,f,e,t,n,f,f
w,p,n,w,p,f,n,e,o,p,s,y,c,p,w,u,s,f,p,e,n,t,s
w,w,n,w,p,f,k,e,o,p,v,y,c,p,w,g,s,f,p,e,w,t,s
w,p,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,n,f,f
w,p,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,f,e,t,g,f,f
g,n,b,p,n,f,k,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,f,e,t,g,f,s
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,f,e,t,n,f,s
w,k,n,w,p,f,n,e,o,p,v,s,c,p,w,u,s,f,p,e,n,t,s
w,n,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,n,f,f
w,p,n,w,p,f,n,e,o,p,v,y,c,p,w,g,s,f,p,e,n,t,s
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,x,e,t,g,f,f
w,p,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,f,e,t,w,f,f
w,n,b,w,n,f,n,e,o,p,a,s,w,e,w,g,s,x,e,t,w,f,s
p,n,b,p,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,h,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,n,f,s
w,k,n,w,p,f,n,e,o,p,s,s,c,p,w,u,s,f,p,e,w,t,s
g,p,b,w,n,f,n,b,o,p,v,f,c,p,w,d,s,x,e,t,n,t,s
w,n,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,x,e,t,w,f,f
w,k,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,f,e,t,w,f,s
w,n,n,w,a,f,u,b,o,p,v,s,w,p,w,d,s,x,e,t,w,t,s
w,p,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,x,e,t,n,f,f
w,p,b,g,n,f,k,b,o,p,v,y,c,p,w,d,s,x,e,t,g,t,s
g,n,b,g,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,p,n,w,a,f,u,b,o,p,v,s,w,p,w,d,s,x,e,t,y,t,s
w,h,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,g,f,s
w,n,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,n,f,s
w,u,b,g,n,f,n,b,o,p,y,y,c,p,w,d,s,x,e,t,e,t,s
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,g,f,f
w,n,n,w,p,f,k,e,o,p,v,s,c,p,w,u,s,f,p,e,w,t,s
w,p,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,f,e,t,w,f,f
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,s,x,e,t,g,f,s
w,k,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,f,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,n,f,f
w,k,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,w,f,f
w,p,n,w,p,f,k,e,o,p,s,y,c,p,w,g,s,f,p,e,w,t,s
w,k,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,x,e,t,w,f,s
