HISTORY,LVFAILURE,LVEDVOLUME,CVP,HYPOVOLEMIA,STROKEVOLUME,PCWP,ERRLOWOUTPUT,INSUFFANESTH,KINKEDTUBE,FIO2,PAP,PULMEMBOLUS,INTUBATION,SHUNT,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,PRESS,VENTALV,PVSAT,SAO2,ARTCO2,HR,HRSAT,ERRCAUTER,HREKG,CO,BP,TPR,ANAPHYLAXIS,CATECHOL,HRBP,VENTLUNG,MINVOL,EXPCO2
1,1,2,1,0,1,2,1,1,1,1,1,1,0,0,1,1,2,3,1,3,2,2,0,2,2,1,2,2,2,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,3,2,0,0,1,0,1,0,1,1,2,1,0,0,1,3,1
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,3,3,2,2,0,2,2,1,2,2,0,1,1,1,1,1,3,1
1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,3,0,0,1,2,2,2,1,2,2,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,0,1,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,3,2,2,0,2,2,1,2,2,2,1,1,1,2,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,2,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,1,0,0,1,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,2,1,1,0,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,2,2,1,2,2,0,0,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,3,2,0,0,2,2,1,2,2,2,2,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,3,3,1,3,2,2,0,2,2,1,2,2,1,1,1,1,1,1,3,1
1,1,2,2,0,0,2,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,1,0,1,0,0,1,2,1,1,0,0,0,2
1,1,1,1,1,1,1,1,0,1,1,2,1,0,0,1,2,3,3,1,3,2,2,0,2,2,1,2,2,1,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,1,0,1,0,1,1,2,1,1,0,0,0,1
1,1,2,2,1,1,2,1,1,1,1,2,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2,0,2,3,2,2,0,2,2,1,2,2,0,0,1,1,1,1,3,1
1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,0,0,1,2,0,0,1,2,2,1,2,2,2,1,1,1,2,0,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,3,2,2,1,2,2,1,2,2,0,0,0,1,2,1,3,0
1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,1,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,3,1,0,0,2,2,2,1,2,2,2,2,1,1,2,3,1,3
1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,0,0,1,2,0,1,2,1,1,0,0,0,1
1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,1,1,0,1,0,1,2,2,1,0,0,1,3,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,2,2,0,1,2,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,1,0,1,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,2,1,1,1,2,1,1,1,1,1,1,0,0,1,1,0,0,3,3,2,2,0,1,0,1,0,1,2,2,1,0,0,1,3,1
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,0,1,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,2,2,1,2,1,1,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,0,2,1,1,1,2,1,3,1,0,0,2,2,2,1,2,2,2,1,1,1,2,1,0,2
1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,1,2,0,3,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,2,2,0,1,2,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,0,1,0,1,0,1,2,2,1,0,0,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,2,2,1,2,1,0,0,0,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,2,2,0,1,2,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,0,0,1,1,0,0,2,1,0,0,0,0,1
1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,2,0,0,3,3,2,2,0,1,0,1,0,1,1,2,1,0,0,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,1,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,3,1,0,0,2,2,2,1,2,2,0,0,0,1,2,3,1,3
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,0,0,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,2,2,1,2,1,1,2,1,0,2,1,3,1
1,1,2,2,0,1,2,1,1,1,1,1,1,0,0,1,0,1,0,3,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,1,0,1,2,1,1,1,1,2,0,0,1
0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,2,1,2,0,0,0,2,2,1,0,1,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,0,0,0,0,2,2,1,0,1,2,2,1,1,1,2,0,0,1
1,1,2,1,0,0,2,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,2,3,2,2,0,2,2,1,2,2,2,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,2,1,1,1,2,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,1,2,1,1,2,0,0,1
1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,1,0,1,0,1,1,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,0,2,2,2,1,2,2,0,0,1,1,2,1,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,0
1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,0,0,0,1,1,2,0,0,1
1,1,2,2,0,1,2,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,1,1,0,0,3,2,0,0,1,1,0,1,0,1,1,2,1,0,0,2,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,1,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,2,0,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,2,2,1,2,0,0,0,1,1,2,1,3,1
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,2,1,0,0,2,1,0,1,1,0,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,0,0,0,1,1,1,0,0,1
1,1,2,2,0,0,2,1,1,1,1,0,1,0,0,1,1,2,1,3,0,0,1,2,2,2,1,2,0,0,0,1,1,2,0,0,1
1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,3,3,1,3,2,2,0,2,2,1,2,2,2,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,2,1,1,0,0,0,2,2,0,1,2,2,1,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,1,0,1,0,1,1,1,1,1,0,0,0,1
1,1,2,1,0,0,2,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,0,0,1,1,0,0,0,0,1,1,1,1,3,1
1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2,1,2,1,0,0,2,2,2,1,2,1,1,2,1,1,2,0,0,1
1,1,2,2,1,2,2,1,1,1,1,1,1,0,0,1,1,2,2,3,1,0,0,2,2,2,1,2,2,2,2,1,1,2,3,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,3,3,2,2,1,2,2,1,2,2,2,1,1,1,2,1,3,0
1,1,2,2,0,0,2,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,1,1,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,2,1,3,0,0,0,0,2,2,1,2,2,0,0,1,1,2,0,0,0
1,1,2,1,0,1,2,1,1,1,1,1,1,2,1,1,1,2,1,3,1,0,0,2,2,2,1,2,2,2,1,1,1,2,1,1,2
1,1,2,2,0,0,2,1,0,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,1,1,0,1,0,1,2,1,0,0,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,1,0,0,1,1,2,0,0,1
1,1,2,1,0,1,2,1,1,1,1,0,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,3,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,0,0,2,2,2,1,2,2,1,1,1,1,2,1,0,2
1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,1,1,2,1,2,3,2,0,0,2,2,1,2,2,1,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,0,2,2,1,2,2,2,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,2,2,0,0,2,1,1,1,0,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,0,0,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,2,2,0,0,2,1,1,1,1,1,1,1,0,1,1,2,1,3,0,0,0,2,2,2,1,2,0,0,0,1,1,2,1,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,0,1,2,1,1,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,3,0,0,2,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,0,0,2,2,2,1,2,2,1,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,0,0,2,2,2,1,2,2,2,2,1,1,2,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,0,2,2,1,2,2,2,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,1,0,1,1,2,0,0,1
1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2,1,2,0,1,1,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,2,2,0,0,2,0,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,0,1,2,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,1,1,1,1,0,0,1
1,1,2,1,0,1,2,1,0,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,2,2,0,0,2,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,0,2,2,1,2,1,0,0,1,1,2,1,3,1
0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1
1,1,2,1,1,1,2,1,0,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,2,2,0,0,2,1,1,1,1,1,1,0,0,1,1,2,1,1,1,0,0,2,2,2,1,0,1,1,1,1,1,2,0,0,1
1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,1,2,2,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,2,1,0,0,2,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,1,1,1,2,0,0,1
1,1,2,2,0,0,2,1,1,0,1,1,1,1,0,1,1,2,1,3,1,0,0,2,2,2,1,2,0,0,2,1,1,2,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,1,1
1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,2,1,3,1,0,0,2,2,2,1,2,2,2,2,1,1,2,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,0,2,2,2,1,1,2,0,0,1
1,1,2,2,0,1,2,1,1,1,1,1,1,2,1,1,1,2,1,3,1,0,0,2,1,0,1,0,1,2,2,1,0,0,1,1,2
1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,0,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,3,1
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,2,2,0,0,2,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,1,1,0,1,0,1,2,2,1,0,0,1,3,0
1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,1,0,1,2,0,0,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,3,0,0,2,2,1,0,1,0,1,1,2,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,3,0,0,0,2,1,0,1,0,1,2,2,1,1,0,0,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,2,1,0,1,2,1,1,1,1,1,1,0,0,1,1,2,1,0,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,3,2,0,1,2,2,1,2,2,2,2,1,1,2,1,3,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,0,0,2,2,2,1,2,2,2,2,1,1,2,0,1,1
1,1,1,1,1,1,1,0,1,1,0,2,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,2,3,1,0,1,1,2,2,2,1,2,2,1,1,1,1,2,0,0,1
1,1,2,2,0,1,2,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,2,2,0,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,0,1,2,1,1,1,0,0,1
0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,3,3,2,2,0,2,2,1,2,2,2,1,1,1,2,1,3,1
0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,2,1,2,2,0,0,1,1,0,1,0,0,0,0,1,1,0,1,3,0
1,1,1,2,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,1,2,1,1,2,0,0,1
1,1,2,2,0,1,2,1,1,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,1,0,1,0,1,2,2,1,0,0,1,3,1
1,1,2,1,0,0,2,1,0,1,1,1,1,0,0,1,1,2,1,3,0,0,2,2,2,1,0,1,0,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,3,3,2,2,0,1,0,1,0,1,2,2,1,0,0,1,3,1
0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,0,0,1,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,0,0,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,1,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,1,0,0,2,2,2,1,2,2,0,0,1,1,0,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,3,3,1,3,2,2,1,1,0,1,0,1,2,2,1,0,0,1,3,0
1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,2,1,3,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,3
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,3,3,2,2,0,2,2,1,2,0,0,1,1,1,2,1,3,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,1,1,1,2,0,0,1
1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,2,1,3,0,0,0,2,2,2,1,2,2,2,2,1,1,2,0,0,1
